id,title,url,date,description,personas,barriers,barrier_theme,tags,publisher,type,featured
the-adoption-of-artificial-intelligence-in-firms-new-evidence-for-policymaking,The Adoption of Artificial Intelligence in Firms: New Evidence for Policymaking,https://doi.org/10.1787/f9ef33c3-en,1/1/2025,"This 2025 OECD/BCG/INSEAD study surveys 840 enterprises across G7 countries and Brazil to understand AI adoption. It finds that scarcity of specialised AI skills and immature data infrastructures are major obstacles, leading firms to value policies that develop human capital and improve public data quality and access. Businesses also want collaboration with universities and institutions, streamlined access to public data, guidance on vendor selection, and clear accountability frameworks. The report suggests policymakers enhance training programmes, data quality and diffusion institutions while measuring the impact of support programmes.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,AI-adoption|policy|survey|skills|data-governance,doi.org,report,
the-answer-is-ai-now-what-s-the-question-highlights-from-mpa-s-2024-conference,"The Answer Is AI, Now What’s the Question? – Highlights from MPA’s 2024 Conference",https://majorprojects.org/events/2024-annual-conference-ai,10/1/2024,"This Major Projects Association highlights report summarises discussions on how AI can improve major project delivery. Speakers stressed that generative AI’s potential depends on well‑structured data and digital processes and that adoption must balance opportunities and risks. The UK Government’s AI incubator is developing tools like Caddy, MedGuard and Lex to enhance public services and build trust. The report urges project professionals to identify AI “sweet spots”, manage unintended consequences, and invest in skills to use AI responsibly.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,major-projects|AI-conference|public-sector|innovation|skills,majorprojects.org,report,
the-ceo-s-guide-to-generative-ai-second-edition,The CEO’s Guide to Generative AI – Second Edition,https://www.ibm.com/thought-leadership/institute-business-value/report/ceos-guide-generative-ai,11/1/2024,"IBM’s 2024 CEO guide argues that generative AI can drive business model innovation by unlocking new data, insights, markets and product opportunities. It urges leaders to choose strategic use cases, strengthen data governance and responsible AI practices, and invest in talent rather than spreading resources too thin. Drawing on interviews with over 10,000 CEOs, the guide offers action items across digital product engineering, automation, model optimisation, open innovation, risk management, sustainability and talent, emphasising that success requires alignment between technology and business strategy.",Business,leadership-and-alignment.misaligned-metrics|skill-and-culture-gaps.technical-supply,leadership-and-alignment|skill-and-culture-gaps,generative-ai|leadership|strategy|innovation|CEO,IBM,report,
the-epoch-of-ai-human-machine-complementarities-at-work,The EPOCH of AI: Human–Machine Complementarities at Work,https://www.mit.edu/epoch-of-ai,11/1/2024,"This MIT Sloan paper reframes AI’s labour impact by focusing on human capabilities that complement AI. It introduces the EPOCH index, a risk‑of‑substitution score and a potential‑for‑augmentation score to evaluate tasks and occupations. Analysis shows tasks and jobs are shifting toward more human‑intensive work between 2016 and 2024; occupations with high EPOCH scores saw employment growth, while those with high substitution or augmentation scores experienced declines. The study argues for investing in human‑centric skills to harness AI’s complementary potential.",Business,skill-and-culture-gaps.cultural-resistance|skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,human-machine-complementarity|employment|EPOCH-index|skills|labour-market,MIT Sloan,report,
the-future-of-major-programme-delivery-digitalisation-data-and-ai,"The Future of Major Programme Delivery – Digitalisation, Data and AI",https://www.macegroup.com/insights/future-of-major-programme-delivery,9/1/2025,"Mace’s 2025 report analyses data from over 5,000 mega‑projects and argues that digitalisation, data and AI can break the cycle of over‑budget, late projects. Integrating AI and digital tools provides boards with real‑time insights, enables reference‑class forecasting and digital twins for scenario testing, and automates procurement and scheduling. However, the report notes that construction remains one of the least digitised industries and stresses that successful adoption depends on collaborative delivery models, clear governance, trust and integrated teams.",Business,digital-and-tech-constraints.legacy-systems-and-technical-debt,digital-and-tech-constraints,major-projects|digitalisation|AI|construction|collaboration,Mace Group,report,
the-genai-divide-state-of-ai-in-business-2025,The GenAI Divide: State of AI in Business 2025,https://project-nanda.mit.edu/genai-divide-2025,7/1/2025,"MIT’s Project NANDA report finds that despite US$30–40 billion invested in generative AI, 95% of organisations see no return because most pilots stall before scaling. Generic tools like ChatGPT are widely used but mainly boost individual productivity; custom enterprise solutions often fail due to brittle workflows and lack of contextual learning. The study identifies a GenAI Divide: a small minority of firms gain value by focusing on process‑specific, learning‑capable systems, while most fall behind; factors include limited disruption, the “enterprise paradox”, investment bias towards visible functions and the success of external partnerships.",Business,leadership-and-alignment.misaligned-metrics,leadership-and-alignment,generative-ai|business-value|implementation|scaling|learning,MIT Sloan,report,
how-industrialized-construction-is-building-tomorrow-ifs-cloud,How Industrialized Construction is building tomorrow (IFS Cloud),https://www.ifs.com/industries/construction-industrialized,9/1/2023,"IFS’s whitepaper explains industrialized construction, which shifts work offsite through modular, prefabricated, panelized and additive methods. The paper highlights the benefits of standardizing materials and using offsite facilities: improved quality and output, faster project delivery, more predictable timelines and reduced costs. It notes that only about a third of US companies plan to adopt modular/offsite manufacturing and that half of current users deliver under 10% of projects using such methods, but adoption is growing in Europe where the modular market is projected to reach nearly $28 bn by 2030. IFS argues that legacy IT systems hinder adoption and promotes its integrated cloud ERP as a hybrid platform for traditional and offsite construction.",Business|Project,digital-and-tech-constraints.legacy-systems-and-technical-debt,digital-and-tech-constraints,industrialized-construction|modular|prefabrication|construction|offsite,IFS,report,
what-are-ai-guardrails-mckinsey-explainers,What are AI guardrails? (McKinsey Explainers),https://www.mckinsey.com/capabilities/quantumblack/our-insights/what-are-ai-guardrails,11/1/2024,"McKinsey’s explainer likens AI guardrails to highway barriers that keep generative AI aligned with organisational policies. It explains that guardrails check, filter and correct AI outputs to protect privacy, remove toxic or misleading content and ensure regulatory compliance. The article categorises guardrails by risk (appropriateness, hallucination, regulatory and alignment) and describes a four‑component architecture: checker, corrector, rail and guard. It advises designing guardrails with multidisciplinary teams, setting content‑quality metrics, using modular and dynamic approaches, anchoring to regulatory frameworks and developing roles accountable for AI transparency and fairness.",Business,risk-ethics-and-assurance.fragmented-governance-and-unclear-accountability,risk-ethics-and-assurance,AI-guardrails|responsible-AI|risk-management|compliance,EY,article,
delivering-on-construction-productivity-is-no-longer-optional-mckinsey,Delivering on construction productivity is no longer optional (McKinsey),https://www.mckinsey.com/industries/capital-projects-and-infrastructure/our-insights/delivering-on-construction-productivity-is-no-longer-optional,8/1/2024,"McKinsey’s article warns that global construction spending must rise from $13 trillion in 2023 to $22 trillion by 2040, but productivity has only improved 10 % since 2000 and has even declined since 2020. It notes that labour shortages and stagnant productivity could leave a $40 trillion output shortfall by 2040 and that workforce growth in advanced economies is near zero. The paper argues that doubling productivity growth is essential to meet demand and calls for systemic changes in skills, technology adoption and project delivery practices.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,construction-productivity|labour-shortage|infrastructure|net-zero,EY,report,
the-agentic-organization-contours-of-the-next-paradigm-for-the-ai-era,The agentic organization: contours of the next paradigm for the AI era,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-agentic-organization-contours-of-the-next-paradigm-for-an-ai-era,9/1/2025,"McKinsey describes the ‘agentic organization’ where humans collaborate with autonomous AI agents across virtual and physical domains. It outlines five pillars—business model, operating model, governance, workforce & culture, and technology & data—and illustrates how AI agents enable hyper‑personalisation, AI‑first workflows and proprietary data advantages. The article emphasises embedding guardrail, critic and compliance agents into workflows, maintaining human oversight, and developing new roles such as M‑shaped supervisors and T‑shaped experts to orchestrate agentic teams.",Business,leadership-and-alignment.vision-without-business-case|skill-and-culture-gaps.technical-supply|skill-and-culture-gaps.cultural-resistance,leadership-and-alignment|skill-and-culture-gaps,agentic-organization|AI-agents|operating-model|governance|future-of-work,EY,report,
mind-the-investment-gap-funding-and-delivering-capital-projects-amidst-fiscal-constraints-1,Mind the (Investment) gap: Funding and delivering capital projects amidst fiscal constraints,https://www.ey.com/en_uk/infrastructure/mind-the-investment-gap,9/1/2024,"This EY report warns that governments face a massive shortfall in capital investment: the UK alone has around £1.6 trillion of unfunded programmes to 2040 and high inflation and borrowing costs could add another £1 trillion. The authors propose three categories of solutions: unlock alternative private funding by adapting models such as concessions, build‑operate‑transfer and design‑build‑finance‑operate‑maintain; deliver more for less by focusing on design, procurement and digital tools to cut costs by 20–25 % and accelerate projects; and unleash new technologies like AI for more accurate spend classification and risk management, which could yield 10 % productivity savings.",Business|Programme,digital-and-tech-constraints.lack-of-apis,digital-and-tech-constraints,infrastructure-funding|capital-projects|PPP|design-optimisation|AI-cost-management,EY,report,
how-people-use-chatgpt-nber-working-paper-1,How People Use ChatGPT (NBER Working Paper),https://www.nber.org/papers/w34255,9/1/2025,"This working paper analyses anonymised ChatGPT conversations from May 2024 to June 2025 to understand consumer usage. By July 2025 the chatbot had around 700 million users sending 18 billion messages a week, representing roughly 10 % of the global adult population. Early adopters were mostly male but the gender gap has narrowed; adoption is growing faster in lower‑income countries. Non‑work messages account for more than 70 % of conversations, while work messages primarily involve practical guidance, information seeking and writing tasks. ChatGPT is used mainly for decision support in knowledge‑intensive jobs, highlighting the need for digital literacy and ethical guidelines to maximise value.",Business,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,ChatGPT|LLM-adoption|digital-literacy|global-trends,National Bureau of Economic Research (NBER),report,
transforming-construction-smarter-greener-together-nec,"Transforming Construction – Smarter, greener, together (NEC)",https://www.neccontract.com/news/media-and-insights/transforming-construction-smarter-greener-together-2025,9/1/2025,"This NEC research report explores how the built environment sector is being reshaped by digitalisation, sustainability and collaboration. It finds widespread optimism: 76 % of respondents agree the industry is making good progress in digital transformation. However, transformation requires more than technology – it demands contractual frameworks that encourage partnership, sustained training programmes and leadership that treats sustainability and collaboration as core business practices. The report highlights that digital tools like BIM, digital twins and AI‑powered project management are accelerating innovation, but progress remains uneven and cultural change is essential.",Business|Programme|Project,skill-and-culture-gaps.technical-supply,skill-and-culture-gaps,construction|digital-transformation|collaboration|sustainability|BIM,NEC,report,
identifying-and-scaling-ai-use-cases-openai-guide,Identifying and scaling AI use cases (OpenAI Guide),https://openai.com/enterprise/resources/identifying-and-scaling-ai-use-cases,4/1/2025,"OpenAI’s guide helps organisations find and scale AI use cases. It notes that AI adoption is accelerating but only 1 % of companies have reached maturity and leaders achieve faster revenue growth and higher returns. The guide proposes a three‑step process: identify opportunities by focusing on repetitive tasks, skill bottlenecks and ambiguous problems; teach employees six ‘use case primitives’ (content creation, automation, research, coding, data analysis and ideation/strategy) to inspire discovery; and prioritise use cases through workshops and hackathons, with leadership guidance and peer‑led learning. It emphasises that empowering employees to find practical use cases and cultivating an AI‑first culture drives faster, more scalable adoption.",Business,data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,AI-use-cases|user-adoption|AI-primitives|workshops,OpenAI,report,
ai-value-creators-beyond-the-generative-ai-user-mindset-1,AI Value Creators: Beyond the Generative AI User Mindset,https://www.oreilly.com/library/view/ai-value-creators/9781098168346/,4/1/2025,"This O’Reilly handbook by Rob Thomas, Paul Zikopoulos and Kate Soule argues that organisations must move from adding AI (+AI) to becoming AI‑plus (AI+) businesses. The authors introduce a ‘rebooted AI Ladder’ where data infrastructure, automation and agentic workflows become foundational and advise leaders to rethink their mental models, investment classifications and workflows. The book teaches readers to recognise AI’s transformative potential, navigate ethical and operational challenges, align AI with strategy through case studies and implement actionable strategies to build a culture of AI value creation.",Business,digital-and-tech-constraints.legacy-systems-and-technical-debt|risk-ethics-and-assurance.absence-of-embedded-ethical-processes,digital-and-tech-constraints|risk-ethics-and-assurance,AI-strategy|AI-Ladder|AI+|organisational-change|ethics,O'Reilly Media,report,
the-middle-market-is-embracing-ai-to-drive-innovation-and-efficiency,The Middle Market is Embracing AI to Drive Innovation and Efficiency,https://rsmus.com/insights/services/digital-transformation/rsm-middle-market-ai-survey-2025,6/1/2025,"RSM’s Middle Market AI Survey 2025 reveals that AI use in mid‑size firms is nearly universal: 91% of respondents now use AI and generative AI (up from 78% in 2024). The survey reports that 79% have a formal AI adoption strategy, and 25% have fully integrated generative AI across core operations while 43% have partially integrated it. Popular use cases include text generation and summarisation (49%), workflow development (45%), forecasting and sales/marketing (40%) and data analytics (58%), but many firms still struggle with poor data quality, lack of in‑house expertise, and unclear governance; most are increasing investment while focusing on human oversight, training and regulatory compliance.",Business,data-pooling-and-interoperability.incompatible-data-formats|skill-and-culture-gaps.technical-supply,data-pooling-and-interoperability|skill-and-culture-gaps,AI-survey|Generative-AI|Middle-Market|AI-strategy|Human-oversight,RSM US,report,
these-human-capabilities-complement-ai-s-shortcomings,These Human Capabilities Complement AI’s Shortcomings,https://mitsloan.mit.edu/ideas-made-to-matter/these-human-capabilities-complement-ais-shortcomings,6/1/2025,"This MIT Sloan article summarises research by Isabella Loaiza and Roberto Rigobon, which introduces the EPOCH framework – Empathy & emotional intelligence, Presence & connectedness, Opinion/judgment & ethics, Creativity & imagination, and Hope & vision – to identify human capabilities that complement AI. Using O*NET task data, the authors find that tasks relying on these human capabilities are less likely to be automated and correlate with employment growth, whereas tasks with high automation or augmentation risk are associated with job losses. The article emphasises that AI struggles with subjective beliefs and creativity, so organisations should design AI strategies that augment and upskill workers rather than replace them.",Business,skill-and-culture-gaps.technical-supply|skill-and-culture-gaps.patchy-cpd-pathways,skill-and-culture-gaps,Human-Centric-AI|EPOCH-framework|Augmentation|Future-of-work,MIT Sloan,report,
top-strategic-technology-trends-for-2025-agentic-ai,Top Strategic Technology Trends for 2025: Agentic AI,https://www.gartner.com/en/documents/agentic-ai-top-strategic-technology-trend-2025,10/1/2024,"Gartner’s 2025 technology trends report highlights agentic AI – goal‑driven software entities that autonomously plan and act using memory, planning and tooling. Agentic AI will integrate into assistants, SaaS platforms and IoT devices and is expected to appear in 33% of enterprise applications and 20% of digital storefront interactions by 2028. The report notes that agentic AI offers significant productivity gains but poses risks: unknown bots and low‑code agents may proliferate, poor data quality and architecture hinder development, security threats such as smart malware and prompt injection become more severe, and employees may resent autonomous systems. Gartner advises organisations to implement clear guardrails, robust data governance, and human‑led oversight when integrating agentic AI into workflows.",Business|Programme,data-pooling-and-interoperability.incompatible-data-formats|digital-and-tech-constraints.legacy-systems-and-technical-debt|leadership-and-alignment.risk-appetite-and-trust|risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms|skill-and-culture-gaps.cultural-resistance,data-pooling-and-interoperability|digital-and-tech-constraints|leadership-and-alignment|risk-ethics-and-assurance|skill-and-culture-gaps,Agentic-AI|Strategic-Tech-Trend|Autonomous-Systems|AI-Governance,Gartner,report,
the-state-of-digital-and-ai-readiness,The State of Digital and AI Readiness,https://www.thoughtworks.com/insights/reports/state-of-digital-and-ai-readiness-2025,5/1/2025,"Thoughtworks’ 2025 report surveys 1,000 senior decision‑makers across public and private sectors to benchmark digital and AI adoption across five pillars: digital products, enterprise modernization, technology management, data modernization and scaling AI. Organisations are classified as Leaders, Strong Performers, Emerging Players or Late Adopters; only 17% are Leaders who combine a fully aligned business‑technology strategy, continuous modernization and strategic investment, while 29% remain Emerging or Late Adopters. The report emphasises that misperceptions about readiness are common and stresses the need for integrated strategies, relentless improvement and realistic self‑assessment to achieve digital and AI excellence.",Business,leadership-and-alignment.misaligned-metrics,leadership-and-alignment,Digital-Readiness|AI-Readiness|Strategy-Alignment|Continuous-Improvement,Thoughtworks,report,
why-do-major-projects-cost-so-much-and-take-so-long-and-what-can-be-done-about-it,Why do major projects cost so much and take so long? And what can be done about it?,https://www.ice.org.uk/knowledge-and-resources/policy/major-projects-cost-and-time-policy-paper-2025,9/1/2025,"The Institution of Civil Engineers’ 2025 policy paper investigates why major UK infrastructure projects overshoot time and budget. It finds that best practice tools and lessons learnt are not applied consistently across the government’s Major Projects Portfolio. To improve forecasting and accountability, the paper recommends aggregating assurance evaluation data within the National Infrastructure and Service Transformation Authority (NISTA) and creating a searchable repository of lessons, while adopting should‑cost modelling and reference‑class forecasting. It calls for stronger governance through continued ministerial responsibility for the Ten Year Infrastructure Strategy and a cabinet committee on infrastructure to coordinate decisions, coupled with better data sharing, streamlined assurance, capability building and public engagement to rebuild trust.",Business|Project,data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,Infrastructure-Delivery|Cost-Overruns|Forecasting|Governance,Institution of Civil Engineers,report,
govs002-standard,Government Functional Standard GovS 002: Project Delivery,https://www.gov.uk/government/publications/project-delivery-functional-standard,,"Sets expectations for direction and management of portfolios, programmes and projects.",Programme|Project,leadership-and-alignment.fragmented-governance|leadership-and-alignment.misaligned-metrics,leadership-and-alignment,governance|standards,Cabinet Office,guidance,
national-data-strategy,National Data Strategy,https://www.gov.uk/guidance/national-data-strategy,,"UK strategy for data use, trust and growth.",Business|Programme,data-pooling-and-interoperability.lack-of-trusted-sharing-framework|data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,strategy|data,DSIT,guidance,
nuar-guidance,National Underground Asset Register (NUAR) guidance,https://www.gov.uk/guidance/national-underground-asset-register-nuar,,"Secure, trusted data sharing for buried assets.",Programme|Project,data-pooling-and-interoperability.lack-of-trusted-sharing-framework|data-pooling-and-interoperability.privacy-and-ip-concerns,data-pooling-and-interoperability,data-sharing|case-study,Geospatial Commission,case-study,
ifc-overview,Industry Foundation Classes (IFC) – Overview,https://www.buildingsmart.org/standards/bsi-standards/industry-foundation-classes/,,"Open, vendor-neutral BIM data model (ISO 16739) for interoperability.",Project|Programme,data-pooling-and-interoperability.incompatible-data-formats,data-pooling-and-interoperability,open-standards|BIM,buildingSMART International,guidance,
technology-code-of-practice,Technology Code of Practice,https://www.gov.uk/guidance/the-technology-code-of-practice,,"Criteria to help design, build and buy technology.",Project|Programme,digital-and-tech-constraints.vendor-lock-in-and-closed-architectures|digital-and-tech-constraints.under-investment-in-cloud-data-foundations,digital-and-tech-constraints,standards|architecture,GDS / CDDO,guidance,
construction-playbook,The Construction Playbook,https://www.gov.uk/government/publications/the-construction-playbook,,"Policies and guidance for assessing, procuring and delivering public works.",Programme|Business,procurement-and-commercial-models.outcome-blindness|procurement-and-commercial-models.ip-and-liability-grey-zones,procurement-and-commercial-models,procurement|delivery,Cabinet Office,guidance,
ppn-02-24,PPN 02/24: Improving transparency of AI use in procurement,https://www.gov.uk/government/publications/ppn-0224-improving-transparency-of-ai-use-in-procurement,,Optional questions and controls to identify and manage supplier use of AI.,Programme|Business,procurement-and-commercial-models.lack-of-ai-ready-clauses-and-routes-to-market,procurement-and-commercial-models,procurement|AI,Cabinet Office,doc,
aisi-approach-to-evaluations,AI Safety Institute: approach to evaluations,https://www.gov.uk/government/publications/ai-safety-institute-approach-to-evaluations,,How the UK AI Safety Institute evaluates advanced AI systems.,Programme|Business,risk-ethics-and-assurance.lack-of-structured-assurance-mechanisms|risk-ethics-and-assurance.innovation-bottlenecks-through-over-regulation,risk-ethics-and-assurance,assurance|safety,AI Safety Institute,guidance,
magenta-book,The Magenta Book: Evaluation in Government,https://www.gov.uk/government/publications/the-magenta-book,,Evaluation guidance aligned with the Green Book.,Programme|Business,risk-ethics-and-assurance.insufficient-use-of-guidance,risk-ethics-and-assurance,evaluation|guidance,HM Treasury,guidance,
green-book-collection,The Green Book and accompanying guidance,https://www.gov.uk/government/collections/the-green-book-and-accompanying-guidance-and-documents,,Guidance on options appraisal and value for money.,Business|Programme,risk-ethics-and-assurance.insufficient-use-of-guidance,risk-ethics-and-assurance,appraisal|vfm,HM Treasury,guidance,
